book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,image_name
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,J.K. Rowling,4.47,9969446,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg,cover_1.png
"The Hunger Games (The Hunger Games, #1)",https://www.goodreads.com/book/show/2767052-the-hunger-games,Suzanne Collins,4.34,8596106,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975i/2767052._SX50_.jpg,cover_2.png
To Kill a Mockingbird,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,Harper Lee,4.26,6076069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690i/2657._SY75_.jpg,cover_3.png
"The Hobbit (The Lord of the Rings, #0)",https://www.goodreads.com/book/show/5907.The_Hobbit,J.R.R. Tolkien,4.29,3938104,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216i/5907._SY75_.jpg,cover_4.png
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,J.K. Rowling,4.58,4142299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5._SY75_.jpg,cover_5.png
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,J.K. Rowling,4.57,3661897,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6._SX50_.jpg,cover_6.png
1984,https://www.goodreads.com/book/show/5470.1984,George Orwell,4.19,4554510,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990566i/5470._SY75_.jpg,cover_7.png
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,J.K. Rowling,4.62,3681204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663805647i/136251._SY75_.jpg,cover_8.png
Pride and Prejudice,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,Jane Austen,4.29,4235940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399351i/1885._SY75_.jpg,cover_9.png
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,J.K. Rowling,4.43,3892295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881._SY75_.jpg,cover_10.png
Animal Farm,https://www.goodreads.com/book/show/170448.Animal_Farm,George Orwell,3.99,3849719,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570i/170448._SY75_.jpg,cover_11.png
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,J.K. Rowling,4.50,3357850,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265i/2._SY75_.jpg,cover_12.png
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,J.K. Rowling,4.58,3249468,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303i/1._SX50_.jpg,cover_13.png
"The Fellowship of the Ring (The Lord of the Rings, #1)",https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,J.R.R. Tolkien,4.39,2794233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339i/34._SX50_.jpg,cover_14.png
"Catching Fire (The Hunger Games, #2)",https://www.goodreads.com/book/show/6148028-catching-fire,Suzanne Collins,4.33,3542132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941i/6148028._SY75_.jpg,cover_15.png
The Great Gatsby,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,F. Scott Fitzgerald,3.93,5193736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560i/4671._SY75_.jpg,cover_16.png
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,C.S. Lewis,4.23,2778074,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077i/100915._SY75_.jpg,cover_17.png
The Diary of a Young Girl,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,Anne Frank,4.19,3704392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565i/48855._SY75_.jpg,cover_18.png
"Mockingjay (The Hunger Games, #3)",https://www.goodreads.com/book/show/7260188-mockingjay,Suzanne Collins,4.09,3199269,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188._SY75_.jpg,cover_19.png
Lord of the Flies,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,William Golding,3.69,2886863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409i/7624._SY75_.jpg,cover_20.png
The Kite Runner,https://www.goodreads.com/book/show/77203.The_Kite_Runner,Khaled Hosseini,4.34,3127761,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753i/77203._SY75_.jpg,cover_21.png
"The Da Vinci Code (Robert Langdon, #2)",https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,Dan Brown,3.91,2340857,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267i/968._SY75_.jpg,cover_22.png
The Catcher in the Rye,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,J.D. Salinger,3.80,3501591,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300i/5107._SY75_.jpg,cover_23.png
"A Game of Thrones (A Song of Ice and Fire, #1)",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,George R.R. Martin,4.44,2475297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY75_.jpg,cover_24.png
The Fault in Our Stars,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,John Green,4.14,5101259,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273739i/11870085._SX50_.jpg,cover_25.png
"The Girl with the Dragon Tattoo (Millennium, #1)",https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,Stieg Larsson,4.17,3166341,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684638853i/2429135._SX50_.jpg,cover_26.png
"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent,Veronica Roth,4.14,3946677,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618526890i/13335037._SY75_.jpg,cover_27.png
Fahrenheit 451,https://www.goodreads.com/book/show/17470674-fahrenheit-451,Ray Bradbury,3.97,2395626,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469704347i/17470674._SX50_.jpg,cover_28.png
The Book Thief,https://www.goodreads.com/book/show/19063.The_Book_Thief,Markus Zusak,4.39,2536887,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522157426i/19063._SY75_.jpg,cover_29.png
"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://www.goodreads.com/book/show/28187.The_Lightning_Thief,Rick Riordan,4.31,2978092,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602609i/28187._SY75_.jpg,cover_30.png
"Twilight (The Twilight Saga, #1)",https://www.goodreads.com/book/show/41865.Twilight,Stephenie Meyer,3.65,6531703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1700522826i/41865._SY75_.jpg,cover_31.png
Jane Eyre,https://www.goodreads.com/book/show/10210.Jane_Eyre,Charlotte Brontë,4.15,2083960,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311i/10210._SY75_.jpg,cover_32.png
Romeo and Juliet,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,William Shakespeare,3.74,2588677,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629680008i/18135._SY75_.jpg,cover_33.png
Of Mice and Men,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,John Steinbeck,3.88,2527028,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904i/890._SX50_.jpg,cover_34.png
Little Women,https://www.goodreads.com/book/show/1934.Little_Women,Louisa May Alcott,4.15,2217108,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475i/1934._SY75_.jpg,cover_35.png
Memoirs of a Geisha,https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,Arthur Golden,4.15,1993168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388367666i/930._SY75_.jpg,cover_36.png
"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,Douglas Adams,4.23,1829899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162._SX50_SY75_.jpg,cover_37.png
The Help,https://www.goodreads.com/book/show/4667024-the-help,Kathryn Stockett,4.47,2746301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622355533i/4667024._SY75_.jpg,cover_38.png
"Angels & Demons (Robert Langdon, #1)",https://www.goodreads.com/book/show/960.Angels_Demons,Dan Brown,3.94,3182670,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404i/960._SY75_.jpg,cover_39.png
"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver,Lois Lowry,4.12,2457323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368i/3636._SY75_.jpg,cover_40.png
The Alchemist,https://www.goodreads.com/book/show/865.The_Alchemist,Paulo Coelho,3.91,3026456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483412266i/865._SY75_.jpg,cover_41.png
Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World,Aldous Huxley,3.99,1842780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280i/5129._SY75_.jpg,cover_42.png
The Little Prince,https://www.goodreads.com/book/show/157993.The_Little_Prince,Antoine de Saint-Exupéry,4.32,2093902,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443i/157993._SY75_.jpg,cover_43.png
Gone Girl,https://www.goodreads.com/book/show/21480930-gone-girl,Gillian Flynn,4.13,3068872,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553964259i/21480930._SY75_.jpg,cover_44.png
The Time Traveler’s Wife,https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,Audrey Niffenegger,3.99,1779622,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571i/18619684._SX50_.jpg,cover_45.png
The Lovely Bones,https://www.goodreads.com/book/show/12232938-the-lovely-bones,Alice Sebold,3.85,2344220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586i/12232938._SY75_.jpg,cover_46.png
Charlotte’s Web,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,E.B. White,4.20,1820149,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628267712i/24178._SY75_.jpg,cover_47.png
"City of Bones (The Mortal Instruments, #1)",https://www.goodreads.com/book/show/256683.City_of_Bones,Cassandra Clare,4.07,1991382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315i/256683._SY75_.jpg,cover_48.png
Life of Pi,https://www.goodreads.com/book/show/4214.Life_of_Pi,Yann Martel,3.94,1615925,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631251689i/4214._SY75_.jpg,cover_49.png
"Breaking Dawn (The Twilight Saga, #4)",https://www.goodreads.com/book/show/1162543.Breaking_Dawn,Stephenie Meyer,3.74,1695579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438i/1162543._SY75_.jpg,cover_50.png
"Eragon (The Inheritance Cycle, #1)",https://www.goodreads.com/book/show/113436.Eragon,Christopher Paolini,3.95,1765334,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366212852i/113436._SX50_.jpg,cover_51.png
"Ender’s Game (Ender's Saga, #1)",https://www.goodreads.com/book/show/375802.Ender_s_Game,Orson Scott Card,4.31,1367186,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408303130i/375802._SY75_.jpg,cover_52.png
Wuthering Heights,https://www.goodreads.com/book/show/6185.Wuthering_Heights,Emily Brontë,3.89,1791657,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212715i/6185._SY75_.jpg,cover_53.png
"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/book/show/119322.The_Golden_Compass,Philip Pullman,4.02,1518985,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322._SX50_.jpg,cover_54.png
"Eclipse (The Twilight Saga, #3)",https://www.goodreads.com/book/show/428263.Eclipse,Stephenie Meyer,3.73,1798295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355i/428263._SY75_.jpg,cover_55.png
The Adventures of Huckleberry Finn,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,Mark Twain,3.83,1262173,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879i/2956._SX50_.jpg,cover_56.png
"New Moon (The Twilight Saga, #2)",https://www.goodreads.com/book/show/49041.New_Moon,Stephenie Meyer,3.59,1912488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630592760i/49041._SX50_.jpg,cover_57.png
The Perks of Being a Wallflower,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,Stephen Chbosky,4.23,1779966,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650033115i/22628._SX50_.jpg,cover_58.png
The Girl on the Train,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,Paula Hawkins,3.96,2920770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682i/22557272._SX50_.jpg,cover_59.png
The Curious Incident of the Dog in the Night-Time,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,Mark Haddon,3.89,1471780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863624i/1618._SY75_.jpg,cover_60.png
"The Handmaid’s Tale (The Handmaid's Tale, #1)",https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,Margaret Atwood,4.14,2029581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447._SY75_.jpg,cover_61.png
Water for Elephants,https://www.goodreads.com/book/show/43641.Water_for_Elephants,Sara Gruen,4.11,1608867,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667708346i/43641._SY75_.jpg,cover_62.png
"The Notebook (The Notebook, #1)",https://www.goodreads.com/book/show/33648131-the-notebook,Nicholas Sparks,4.15,1680770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484i/33648131._SY75_.jpg,cover_63.png
Where the Crawdads Sing,https://www.goodreads.com/book/show/42421761-where-the-crawdads-sing,Delia Owens,4.39,2946532,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628280044i/42421761._SY75_.jpg,cover_64.png
And Then There Were None,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,Agatha Christie,4.28,1341092,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299._SY75_.jpg,cover_65.png
"Fifty Shades of Grey (Fifty Shades, #1)",https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,E.L. James,3.66,2588388,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843i/10818853._SX50_.jpg,cover_66.png
A Thousand Splendid Suns,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,Khaled Hosseini,4.43,1518087,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655336738i/128029._SY75_.jpg,cover_67.png
Slaughterhouse-Five,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Kurt Vonnegut Jr.,4.10,1363491,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389i/4981._SY75_.jpg,cover_68.png
Where the Sidewalk Ends: Poems and Drawings,https://www.goodreads.com/book/show/20076302-where-the-sidewalk-ends,Shel Silverstein,4.33,1395017,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442291723i/20076302._SX50_.jpg,cover_69.png
Frankenstein: The 1818 Text,https://www.goodreads.com/book/show/35031085-frankenstein,Mary Wollstonecraft Shelley,3.87,1583769,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631088473i/35031085._SY75_.jpg,cover_70.png
Dracula,https://www.goodreads.com/book/show/17245.Dracula,Bram Stoker,4.01,1265715,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694i/17245._SY75_.jpg,cover_71.png
"Eat, Pray, Love",https://www.goodreads.com/book/show/19501.Eat_Pray_Love,Elizabeth Gilbert,3.62,1736556,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501._SY75_.jpg,cover_72.png
"The Shining (The Shining, #1)",https://www.goodreads.com/book/show/11588.The_Shining,Stephen King,4.27,1476907,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588._SY75_.jpg,cover_73.png
The Seven Husbands of Evelyn Hugo,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,Taylor Jenkins Reid,4.43,2919425,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664458703i/32620332._SY75_.jpg,cover_74.png
The Outsiders,https://www.goodreads.com/book/show/231804.The_Outsiders,S.E. Hinton,4.12,1323104,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426i/231804._SY75_.jpg,cover_75.png
All the Light We Cannot See,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,Anthony Doerr,4.32,1636924,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg,cover_76.png
Educated,https://www.goodreads.com/book/show/35133922-educated,Tara Westover,4.47,1504471,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg,cover_77.png
"Insurgent (Divergent, #2)",https://www.goodreads.com/book/show/11735983-insurgent,Veronica Roth,3.97,1489803,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983._SY75_.jpg,cover_78.png
Sense and Sensibility,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,Jane Austen,4.08,1183410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg,cover_79.png
"The Maze Runner (The Maze Runner, #1)",https://www.goodreads.com/book/show/20957276-the-maze-runner,James Dashner,4.05,1514886,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412070617i/20957276._SY75_.jpg,cover_80.png
"Dune (Dune, #1)",https://www.goodreads.com/book/show/44767458-dune,Frank Herbert,4.27,1325662,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414i/44767458._SY75_.jpg,cover_81.png
"Night (The Night Trilogy, #1)",https://www.goodreads.com/book/show/1617.Night,Elie Wiesel,4.37,1236785,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709507006i/1617._SY75_.jpg,cover_82.png
The Picture of Dorian Gray,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,Oscar Wilde,4.12,1517126,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428i/5297._SY75_.jpg,cover_83.png
Gone with the Wind,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,Margaret Mitchell,4.31,1204817,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551144577i/18405._SY75_.jpg,cover_84.png
The Secret Life of Bees,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,Sue Monk Kidd,4.09,1286683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628532099i/37435._SY75_.jpg,cover_85.png
"Me Before You (Me Before You, #1)",https://www.goodreads.com/book/show/17347634-me-before-you,Jojo Moyes,4.26,1616798,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634._SY75_.jpg,cover_86.png
"Holes (Holes, #1)",https://www.goodreads.com/book/show/38709.Holes,Louis Sachar,4.00,1189939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618269830i/38709._SX50_.jpg,cover_87.png
"A Wrinkle in Time (Time Quintet, #1)",https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,Madeleine L'Engle,3.98,1197009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507963312i/33574273._SX50_.jpg,cover_88.png
The Silent Patient,https://www.goodreads.com/book/show/40097951-the-silent-patient,Alex Michaelides,4.18,2094695,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg,cover_89.png
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,Sarah J. Maas,4.20,2350663,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620324329i/50659467._SY75_.jpg,cover_90.png
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Ransom Riggs,3.92,1255449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487._SY75_.jpg,cover_91.png
"Ready Player One (Ready Player One, #1)",https://www.goodreads.com/book/show/9969571-ready-player-one,Ernest Cline,4.23,1158295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SY75_.jpg,cover_92.png
The Old Man and the Sea,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,Ernest Hemingway,3.80,1138683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165._SY75_.jpg,cover_93.png
Looking for Alaska,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,John Green,3.97,1588141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652042180i/99561._SY75_.jpg,cover_94.png
"It Ends with Us (It Ends with Us, #1)",https://www.goodreads.com/book/show/27362503-it-ends-with-us,Colleen Hoover,4.17,3263542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688011813i/27362503._SY75_.jpg,cover_95.png
The Midnight Library,https://www.goodreads.com/book/show/52578297-the-midnight-library,Matt Haig,4.00,1722664,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297._SY75_.jpg,cover_96.png
The Secret Garden,https://www.goodreads.com/book/show/2998.The_Secret_Garden,Frances Hodgson Burnett,4.16,1161911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635i/2998._SY75_.jpg,cover_97.png
My Sister's Keeper,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,Jodi Picoult,4.10,1213831,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917._SY75_.jpg,cover_98.png
Eleanor & Park,https://www.goodreads.com/book/show/15745753-eleanor-park,Rainbow Rowell,3.94,1165277,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742i/15745753._SX50_.jpg,cover_99.png
Eleanor Oliphant Is Completely Fine,https://www.goodreads.com/book/show/31434883-eleanor-oliphant-is-completely-fine,Gail Honeyman,4.24,1213301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493724347i/31434883._SY75_.jpg,cover_100.png
The Giving Tree,https://www.goodreads.com/book/show/370493.The_Giving_Tree,Shel Silverstein,4.38,1119370,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174210942i/370493._SX50_.jpg,cover_101.png
