book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,image_name
"The Selection (The Selection, #1)",https://www.goodreads.com/book/show/10507293-the-selection,Kiera Cass,4.08,1538074,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293._SY75_.jpg,cover_102.png
Little Fires Everywhere,https://www.goodreads.com/book/show/34273236-little-fires-everywhere,Celeste Ng,4.08,1165605,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522684533i/34273236._SY75_.jpg,cover_103.png
Verity,https://www.goodreads.com/book/show/59344312-verity,Colleen Hoover,4.32,2603075,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg,cover_104.png
Steve Jobs,https://www.goodreads.com/book/show/11084145-steve-jobs,Walter Isaacson,4.16,1239760,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511288482i/11084145._SY75_.jpg,cover_105.png
The Song of Achilles,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,Madeline Miller,4.33,1454647,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357177533i/13623848._SY75_.jpg,cover_106.png
The Glass Castle,https://www.goodreads.com/book/show/7445.The_Glass_Castle,Jeannette Walls,4.31,1202398,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg,cover_107.png
Into the Wild,https://www.goodreads.com/book/show/1845.Into_the_Wild,Jon Krakauer,4.01,1084190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634587789i/1845._SY75_.jpg,cover_108.png
The Martian,https://www.goodreads.com/book/show/18007564-the-martian,Andy Weir,4.41,1111603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg,cover_109.png
Paper Towns,https://www.goodreads.com/book/show/6442769-paper-towns,John Green,3.71,1347874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610i/6442769._SX50_.jpg,cover_110.png
The Odyssey,https://www.goodreads.com/book/show/1381.The_Odyssey,Homer,3.81,1072921,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390173285i/1381._SY75_.jpg,cover_111.png
The Nightingale,https://www.goodreads.com/book/show/21853621-the-nightingale,Kristin Hannah,4.62,1324359,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621._SY75_.jpg,cover_112.png
The Love Hypothesis,https://www.goodreads.com/book/show/56732449-the-love-hypothesis,Ali Hazelwood,4.16,1354723,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611937942i/56732449._SX50_.jpg,cover_113.png
"The Cruel Prince (The Folk of the Air, #1)",https://www.goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,4.05,1173721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg,cover_114.png
The Stranger,https://www.goodreads.com/book/show/49552.The_Stranger,Albert Camus,4.02,1078899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590930002i/49552._SY75_.jpg,cover_115.png
The Invisible Life of Addie LaRue,https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue,V.E. Schwab,4.19,1040889,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864._SY75_.jpg,cover_116.png
It,https://www.goodreads.com/book/show/830502.It,Stephen King,4.24,1101717,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502._SY75_.jpg,cover_117.png
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,Rick Riordan,4.25,1156124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186._SX50_.jpg,cover_118.png
Lessons in Chemistry,https://www.goodreads.com/book/show/58065033-lessons-in-chemistry,Bonnie Garmus,4.30,1168294,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634748496i/58065033._SY75_.jpg,cover_119.png
The Metamorphosis,https://www.goodreads.com/book/show/485894.The_Metamorphosis,Franz Kafka,3.86,1042243,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605i/485894._SY75_.jpg,cover_120.png
We Were Liars,https://www.goodreads.com/book/show/16143347-we-were-liars,E. Lockhart,3.68,1133909,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg,cover_121.png
"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/16034235-throne-of-glass,Sarah J. Maas,4.19,1412139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419066050i/16034235._SY75_.jpg,cover_122.png
"Allegiant (Divergent, #3)",https://www.goodreads.com/book/show/18710190-allegiant,Veronica Roth,3.60,1046655,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg,cover_123.png
Circe,https://www.goodreads.com/book/show/35959740-circe,Madeline Miller,4.24,1032182,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,cover_124.png
People We Meet on Vacation,https://www.goodreads.com/book/show/54985743-people-we-meet-on-vacation,Emily Henry,3.88,1106099,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618913179i/54985743._SX50_.jpg,cover_125.png
Beach Read,https://www.goodreads.com/book/show/52867387-beach-read,Emily Henry,4.01,1075217,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589881197i/52867387._SX50_.jpg,cover_126.png
Ugly Love,https://www.goodreads.com/book/show/17788401-ugly-love,Colleen Hoover,4.06,1774865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg,cover_127.png
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.65,1748034,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg,cover_128.png
"Outlander (Outlander, #1)",https://www.goodreads.com/book/show/10964.Outlander,Diana Gabaldon,4.26,1045693,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964._SY75_.jpg,cover_129.png
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,Rick Riordan,4.42,1068936,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932._SX50_.jpg,cover_130.png
Normal People,https://www.goodreads.com/book/show/41057294-normal-people,Sally Rooney,3.81,1356865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg,cover_131.png
November 9,https://www.goodreads.com/book/show/25111004-november-9,Colleen Hoover,4.15,1057245,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447138036i/25111004._SY75_.jpg,cover_132.png
"Wonder (Wonder, #1)",https://www.goodreads.com/book/show/11387515-wonder,R.J. Palacio,4.37,1078684,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545695751i/11387515._SY75_.jpg,cover_133.png
"Fourth Wing (The Empyrean, #1)",https://www.goodreads.com/book/show/61431922-fourth-wing,Rebecca Yarros,4.60,1351760,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701980900i/61431922._SY75_.jpg,cover_134.png
Daisy Jones & The Six,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,Taylor Jenkins Reid,4.21,1457917,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg,cover_135.png
"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,Rick Riordan,4.37,1041210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456._SY75_.jpg,cover_136.png
Reminders of Him,https://www.goodreads.com/book/show/58341222-reminders-of-him,Colleen Hoover,4.39,1165858,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627673942i/58341222._SX50_.jpg,cover_137.png
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,J.K. Rowling,3.49,1011796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470082995i/29056083._SY75_.jpg,cover_138.png
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.48,1435801,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472._SX50_.jpg,cover_139.png
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,Mark Manson,3.89,1099321,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707._SX50_.jpg,cover_140.png
"It Starts with Us (It Ends with Us, #2)",https://www.goodreads.com/book/show/60393672-it-starts-with-us,Colleen Hoover,3.87,1387396,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644605295i/60393672._SY75_.jpg,cover_141.png
Becoming,https://www.goodreads.com/book/show/38746485-becoming,Michelle Obama,4.46,1037286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,cover_142.png
Sharp Objects,https://www.goodreads.com/book/show/18045891-sharp-objects,Gillian Flynn,4.02,1029339,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg,cover_143.png
Book Lovers,https://www.goodreads.com/book/show/58690308-book-lovers,Emily Henry,4.14,1018189,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638867089i/58690308._SY75_.jpg,cover_144.png
Sapiens: A Brief History of Humankind,https://www.goodreads.com/book/show/23692271-sapiens,Yuval Noah Harari,4.36,1014407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310i/23692271._SY75_.jpg,cover_145.png
"The Host (The Host, #1)",https://www.goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,3.86,1003026,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg,cover_146.png
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",https://www.goodreads.com/book/show/50659471-a-court-of-frost-and-starlight,Sarah J. Maas,3.77,1067487,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585622963i/50659471._SX50_.jpg,cover_147.png
Bossypants,https://www.goodreads.com/book/show/9418327-bossypants,Tina Fey,3.96,1001358,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481509554i/9418327._SY75_.jpg,cover_148.png
Tuesdays with Morrie,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Mitch Albom,4.17,1018775,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423763749i/6900._SY75_.jpg,cover_149.png
A Man Called Ove,https://www.goodreads.com/book/show/18774964-a-man-called-ove,Fredrik Backman,4.38,1020076,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg,cover_150.png
"The Two Towers (The Lord of the Rings, #2)",https://www.goodreads.com/book/show/15241.The_Two_Towers,J.R.R. Tolkien,4.48,959455,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661031399i/15241._SX50_.jpg,cover_151.png
A Tale of Two Cities,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,Charles Dickens,3.87,943057,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523i/1953._SY75_.jpg,cover_152.png
The Princess Bride,https://www.goodreads.com/book/show/21787.The_Princess_Bride,William Goldman,4.27,896314,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327903636i/21787._SY75_.jpg,cover_153.png
"Anne of Green Gables (Anne of Green Gables, #1)",https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,L.M. Montgomery,4.31,971215,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127._SY75_.jpg,cover_154.png
Hamlet,https://www.goodreads.com/book/show/1420.Hamlet,William Shakespeare,4.02,944548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg,cover_155.png
The Count of Monte Cristo,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,Alexandre Dumas,4.30,907888,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611834134i/7126._SY75_.jpg,cover_156.png
"The Return of the King (The Lord of the Rings, #3)",https://www.goodreads.com/book/show/18512.The_Return_of_the_King,J.R.R. Tolkien,4.56,895622,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520258755i/18512._SY75_.jpg,cover_157.png
"A Clash of Kings (A Song of Ice and Fire, #2)",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,George R.R. Martin,4.42,930051,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572._SY75_.jpg,cover_158.png
The Road,https://www.goodreads.com/book/show/6288.The_Road,Cormac McCarthy,3.99,897384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424i/6288._SY75_.jpg,cover_159.png
The Adventures of Tom Sawyer,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,Mark Twain,3.92,931451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404811979i/24583._SY75_.jpg,cover_160.png
"Charlie and the Chocolate Factory (Charlie Bucket, #1)",https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,Roald Dahl,4.16,846785,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309211401i/6310._SY75_.jpg,cover_161.png
Les Misérables,https://www.goodreads.com/book/show/24280.Les_Mis_rables,Victor Hugo,4.20,794397,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411852091i/24280._SY75_.jpg,cover_162.png
"Jurassic Park (Jurassic Park, #1)",https://www.goodreads.com/book/show/6424171-jurassic-park,Michael Crichton,4.10,953373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661028321i/6424171._SY75_.jpg,cover_163.png
Macbeth,https://www.goodreads.com/book/show/8852.Macbeth,William Shakespeare,3.90,891047,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224i/8852._SY75_.jpg,cover_164.png
Lolita,https://www.goodreads.com/book/show/7604.Lolita,Vladimir Nabokov,3.88,844603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377i/7604._SY75_.jpg,cover_165.png
"The Girl Who Played with Fire (Millennium, #2)",https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,Stieg Larsson,4.25,919904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881i/5060378._SX50_.jpg,cover_166.png
Catch-22,https://www.goodreads.com/book/show/168668.Catch_22,Joseph Heller,3.99,828522,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317i/168668._SY75_.jpg,cover_167.png
Where the Wild Things Are,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Maurice Sendak,4.24,999736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560i/19543._SX50_.jpg,cover_168.png
One Hundred Years of Solitude,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,Gabriel García Márquez,4.11,964479,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361i/320._SX50_.jpg,cover_169.png
Emma,https://www.goodreads.com/book/show/6969.Emma,Jane Austen,4.05,878927,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg,cover_170.png
A Christmas Carol,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,Charles Dickens,4.08,838512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512317i/5326._SY75_.jpg,cover_171.png
The Lord of the Rings,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,J.R.R. Tolkien,4.53,672499,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33._SX50_.jpg,cover_172.png
The Stand,https://www.goodreads.com/book/show/149267.The_Stand,Stephen King,4.35,756001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267._SX50_.jpg,cover_173.png
Green Eggs and Ham,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,Dr. Seuss,4.31,770924,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673212751i/23772._SX50_.jpg,cover_174.png
"Bridget Jones's Diary (Bridget Jones, #1)",https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,Helen Fielding,3.80,980440,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659879886i/227443._SY75_.jpg,cover_175.png
American Gods,https://www.goodreads.com/book/show/30165203-american-gods,Neil Gaiman,4.11,919970,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203._SY75_.jpg,cover_176.png
The Scarlet Letter,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,Nathaniel Hawthorne,3.43,862050,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404810944i/12296._SY75_.jpg,cover_177.png
Great Expectations,https://www.goodreads.com/book/show/2623.Great_Expectations,Charles Dickens,3.79,798173,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631687432i/2623._SY75_.jpg,cover_178.png
"A Storm of Swords (A Song of Ice and Fire, #3)",https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,George R.R. Martin,4.54,778351,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291._SY75_.jpg,cover_179.png
Matilda,https://www.goodreads.com/book/show/39988.Matilda,Roald Dahl,4.34,938216,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg,cover_180.png
The Grapes of Wrath,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,John Steinbeck,4.01,901792,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg,cover_181.png
Never Let Me Go,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Kazuo Ishiguro,3.85,686237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334._SY75_.jpg,cover_182.png
"The Pillars of the Earth (Kingsbridge, #1)",https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,Ken Follett,4.34,759893,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576956100i/5043._SY75_.jpg,cover_183.png
One Flew Over the Cuckoo's Nest,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,Ken Kesey,4.20,729498,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516211014i/332613._SX50_.jpg,cover_184.png
"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,Patrick Rothfuss,4.52,953521,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704917687i/186074._SY75_.jpg,cover_185.png
The Poisonwood Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,Barbara Kingsolver,4.09,740625,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244._SY75_.jpg,cover_186.png
"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com/book/show/8664353-unbroken,Laura Hillenbrand,4.38,930686,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861115i/8664353._SY75_.jpg,cover_187.png
"Cinder (The Lunar Chronicles, #1)",https://www.goodreads.com/book/show/36381037-cinder,Marissa Meyer,4.13,918134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037._SY75_.jpg,cover_188.png
The Bell Jar,https://www.goodreads.com/book/show/6514.The_Bell_Jar,Sylvia Plath,4.05,945990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg,cover_189.png
The Joy Luck Club,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,Amy Tan,3.97,681365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763._SY75_.jpg,cover_190.png
Outliers: The Story of Success,https://www.goodreads.com/book/show/3228917-outliers,Malcolm Gladwell,4.19,780733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344266315i/3228917._SX50_.jpg,cover_191.png
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://www.goodreads.com/book/show/1202.Freakonomics,Steven D. Levitt,4.01,848220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX50_.jpg,cover_192.png
Siddhartha,https://www.goodreads.com/book/show/52036.Siddhartha,Hermann Hesse,4.07,765808,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189i/52036._SY75_.jpg,cover_193.png
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,Stieg Larsson,4.24,732423,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260i/6892870._SX50_.jpg,cover_194.png
Crime and Punishment,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,Fyodor Dostoyevsky,4.27,893470,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449i/7144._SY75_.jpg,cover_195.png
Middlesex,https://www.goodreads.com/book/show/2187.Middlesex,Jeffrey Eugenides,4.03,637752,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437029776i/2187._SY75_.jpg,cover_196.png
The Color Purple,https://www.goodreads.com/book/show/52892857-the-color-purple,Alice Walker,4.27,679102,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703084419i/52892857._SY75_.jpg,cover_197.png
"The Devil Wears Prada (The Devil Wears Prada, #1)",https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,Lauren Weisberger,3.80,886458,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179604i/5139._SY75_.jpg,cover_198.png
Me Talk Pretty One Day,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,4.01,697335,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431013639i/4137._SY75_.jpg,cover_199.png
"City of Glass (The Mortal Instruments, #3)",https://www.goodreads.com/book/show/3777732-city-of-glass,Cassandra Clare,4.28,957516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452339i/3777732._SY75_.jpg,cover_200.png
Anna Karenina,https://www.goodreads.com/book/show/15823480-anna-karenina,Leo Tolstoy,4.09,842601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546091617i/15823480._SX50_.jpg,cover_201.png
The Tipping Point: How Little Things Can Make a Big Difference,https://www.goodreads.com/book/show/2612.The_Tipping_Point,Malcolm Gladwell,4.00,811748,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473396980i/2612._SY75_.jpg,cover_202.png
Room,https://www.goodreads.com/book/show/7937843-room,Emma Donoghue,4.07,801577,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554546259i/7937843._SY75_.jpg,cover_203.png
Girl with a Pearl Earring,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,Tracy Chevalier,3.92,734013,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327197580i/2865._SY75_.jpg,cover_204.png
Persuasion,https://www.goodreads.com/book/show/2156.Persuasion,Jane Austen,4.15,697160,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385172413i/2156._SY75_.jpg,cover_205.png
